Dimension,ASIN,Date First Available,Manufacturer,Country of Origin,Best Sellers Rank,Color,Item Model Number,Item Weight,Price,AmazonGlobal Shipping,Estimated Import Charges,Day Delivered
0.3 x 9 x 12.25 inches,B071XHZD7X,"June 16, 2017",Vista Partners Inc.,USA,"#89,898 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #201 in Cross-Stitch Counted Kits","9""x12"" 14 Count",JL 008.0209,1.41 ounces,$21.49,$26.42,$21.90,14
12.2 x 9 x 1.7 inches,B01BO7R94M,"March 17, 2016",Tobin,USA,"#127,036 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #52 in Needlepoint Kits","12""x12"" Stitched in Yarn",2614,1.76 ounces,$21.81,$30.78,$30.39,14
13 x 9.25 x 0.62 inches,B0B58HGN8J,None,Dimensions,China,"#109,182 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #294 in Cross-Stitch Counted Kits","14 Cnt. Light Blue Aida,",70-09000,2.88 ounces,$22.48,$26.67,$22.43,14
0.1 x 9 x 12 inches,B00XM7XW9Y,"May 14, 2015",Janlynn,USA,"#125,273 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #375 in Cross-Stitch Counted Kits",multi-colored,06-0101,3.2 ounces,$17.06,$26.56,$20.10,14
0.5 x 6 x 9 inches,B0928S1MB7,"May 13, 2021",IG Design Group,China,"#98,980 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #241 in Cross-Stitch Counted Kits",Multi,70-08991,1.92 ounces,$12.85,$25.55,$0.00,14
16 x 13 x 0.2 inches,B002C4M6PE,"May 22, 2009",EKS,China,"#123,312 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #366 in Cross-Stitch Counted Kits",Multicolour,8819,8.5 ounces,$26.68,$27.37,$24.48,14
11.8 x 9 x 2.42 inches,B09L2JCNR4,None,"Plaid Enterprises, Inc.",USA,"#119,931 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #86 in Felt Applique Kits",Santa's Furry Friends,89447E,6.3 ounces,$23.90,$33.01,$32.71,14
14 x 14 x 0.1 inches,B00FRH25WC,"September 23, 2013",Wilton,China,"#131,105 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #54 in Needlepoint Kits",Multicolor,71-20079,0.01 ounces,$33.52,$29.48,$28.24,14
11.8 x 9 x 3 inches,B09L2SZR22,None,"Plaid Enterprises, Inc.",USA,"#119,725 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #84 in Felt Applique Kits",Vintage Christmas,89457E,7.3 ounces,$29.95,$34.84,$36.95,14
None,B003U4904K,"August 25, 2012",Prym Consumer,Germany,"#134,369 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #112 in Yarn Needles",Silver,125549,1.76 ounces,$2.69,$25.71,$0.00,14
11.3 x 8.55 x 0.3 inches,B0949HTWMK,"May 17, 2021",ISE-438,None,"#107,308 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #20 in Cross-Stitch Patterns",Multicolor,ISE-438,0.5 ounces,$13.87,$26.46,$23.81,14
11.8 x 9 x 2.36 inches,B0B8QPHRGR,None,"Plaid Enterprises, Inc.",USA,"#127,553 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #98 in Felt Applique Kits",Sleigh Ride with Santa,89536E,6.2 ounces,$26.90,$31.94,$26.49,14
7 x 4 x 0.5 inches,B0BHYW6MC5,"October 12, 2022",YARRD,None,"#101,479 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #124 in Punch Needle Supplies",None,FG6,3.52 ounces,None,None,None,N/A
9.9 x 1 x 6.4 inches,B003W0XTO4,"April 21, 2004",Notions - In Network,USA,"#90,306 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #145 in Cross-Stitch Stamped Kits",None,T232040,6.1 ounces,$13.40,$26.67,$12.03,14
15.51 x 12.6 x 0.98 inches,B08DQVMBGZ,"July 28, 2020",Sew Tech,None,"#102,798 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #272 in Embroidery Hoops",None,SA446,1.1 pounds,None,None,None,N/A
1 x 0.99 x 5.27 inches,B00OY0WIXE,"April 4, 2004",Sewline,Japan,"#117,987 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #101 in Yarn Needles",None,166476,0.32 ounces,$8.87,$25.19,$0.00,14
20 x 38 x 0.02 inches,B07FY5QSK9,"July 23, 2018",Jack Dempsey Needle Art,USA,"#104,429 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #1,075 in Embroidery Supplies",White,732-703,2.56 ounces,$12.99,$26.51,$23.34,14
11.6 x 8.9 x 1.6 inches,B00120PTOO,"April 21, 2004","Plaid Enterprises, Inc.",Switzerland,"#126,877 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #97 in Felt Applique Kits",Snowman And Friends,84951I,2.4 ounces,$25.99,$30.77,$32.63,14
8.3 x 7 x 0.2 inches,B07DLG1WJ2,"June 7, 2018",RILEY BLAKE DESIGNS,China,"#145,020 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #120 in Yarn Needles",None,ST-8517,0.64 ounces,$11.66,$25.30,$0.00,14
7 x 6.2 x 0.6 inches,B07TD78TH1,None,Vista Partners Inc.,China,"#102,423 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #252 in Cross-Stitch Counted Kits",Multi,72-75983,1.28 ounces,$14.48,$26.03,$18.80,14
0.6 x 5.69 x 7.7 inches,B016QNCFZC,"October 16, 2015","CSS Industries, Inc.",China,"#50,055 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #65 in Cross-Stitch Counted Kits",Various,70-65153,2.11 ounces,$12.69,$25.78,$0.00,14
11 x 8.5 x 0.5 inches,B0BBSGLPQ2,"August 24, 2022","Design Works Crafts, Inc.",USA,"#53,766 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #78 in Cross-Stitch Counted Kits",Open for Business,3440,5.6 ounces,$29.36,$27.94,$25.84,14
10 x 0.5 x 10 inches,B00UXA08A4,"April 4, 2004",Spectrum Crafts,USA,"#134,070 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #437 in Cross-Stitch Counted Kits",White,013-0347,3.04 ounces,$25.59,$26.14,$23.52,14
"30""L x 20""W",B00A9VU8RA,"September 30, 2012",Tobin,USA,"#107,321 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #185 in Cross-Stitch Stamped Kits",Grey Cat,T232114,3.2 ounces,$13.60,$26.75,$12.10,14
9.23 x 12.75 x 0.36 inches,B0CCYPH2JF,"July 27, 2023",IG Design Group,China,"#100,051 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #245 in Cross-Stitch Counted Kits",16 Cnt. White Aida,70-35433,4.8 ounces,$24.00,$26.58,$23.04,14
13 x 9.25 x 0.62 inches,B08L6QL4WF,"October 14, 2020",Dimensions,China,"#119,588 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #341 in Cross-Stitch Counted Kits",Multicolor,70-35395,5.3 ounces,$16.11,$26.33,$19.62,14
60 x 40 x 0.05 inches,B0CS12TBRB,None,Jack Dempsey Needle Art,USA,"#123,718 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #514 in Embroidery Kits",None,4060-768,3.04 ounces,$15.10,$27.14,$0.00,N/A
12.6 x 9.3 x 1.84 inches,B0BV81WDX5,"February 8, 2023","Plaid Enterprises, Inc.",USA,"#149,357 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #125 in Felt Applique Kits",Posh Poinsettias,89565E,4.2 ounces,$26.55,$31.15,$26.01,14
"18""L x 15""W",B07W6YG11H,"August 9, 2019","Design Works Crafts, Inc.",USA,"#134,929 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #114 in Cross-Stitch Aida Cloth",None,3508,0.64 ounces,$6.00,$25.72,$0.00,14
0.35 x 6 x 10 inches,B00I3OEOCA,"January 28, 2014",Jack Dempsey,USA,"#119,501 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #203 in Cross-Stitch Stamped Kits",None,845 66,3.04 ounces,$8.49,$26.09,$0.00,14
None,B002ED9DUE,None,No,None,"#104,765 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #222 in Embroidery Floss",Very Light Blue,FBA_117-827,0.16 ounces,$5.20,$25.03,$0.00,14
9.75 x 1 x 6.4 inches,B004BOY63S,"January 28, 2009",Tobin,USA,"#83,900 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #123 in Cross-Stitch Stamped Kits",Good Night,T232045,5.6 ounces,$15.83,$26.39,$12.61,14
0.6 x 6 x 9.3 inches,B004YD6AEY,"April 28, 2011",Tobin,USA,"#107,891 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #444 in Embroidery Kits",Hummingbird,T232091,0.01 ounces,$14.72,$26.82,$12.40,14
3.38 x 5.18 x 0.1 inches,B000W5I4OM,None,No,China,"#28,223 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #26 in Cross-Stitch Counted Kits",Christmas Village,08785,4.2 ounces,$19.20,$27.43,$27.20,14
17 x 6 x 0.2 inches,B004HCAN1S,"December 26, 2010","Design Works Crafts, Inc.",USA,"#103,193 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #260 in Cross-Stitch Counted Kits",Multi,5950,4.5 ounces,$16.20,$27.14,$19.99,14
4 x 4 x 0.25 inches,B073W557YK,None,No,China,"#90,245 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #364 in Embroidery Kits",Happy Camper,72-74832,1.92 ounces,$9.89,$25.59,$0.00,14
11.8 x 9 x 0.64 inches,B09QKT9LT6,None,"Plaid Enterprises, Inc.",USA,"#136,584 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #108 in Felt Applique Kits",Tropical Birds,89491E,1.6 ounces,$22.58,$30.24,$10.86,14
11.2 x 9 x 0.5 inches,B09PVN4Y2P,"January 6, 2022",Design Works Crafts,USA,"#115,301 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #319 in Cross-Stitch Counted Kits",Baby's Forest Counted Cross Stitch Kit,7107,3.2 ounces,$25.59,$26.70,$23.75,14
9 x 3.25 x 0.75 inches,B00HXKXD7M,"January 18, 2014","Handy Hands, Inc., us home, HAV90",China,"#102,638 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #21 in Tatting & Lacemaking Supplies",None,N11,0.32 ounces,$6.19,$25.34,$0.00,14
8.5 x 0.9 x 2.1 inches,B0019KHGHA,None,No,Taiwan,"#130,352 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #193 in Latch Hook Kits",None,70765,0.48 ounces,$6.26,$25.48,$0.00,14
11.1 x 8.39 x 2.24 inches,B09YFLTCW9,"April 20, 2022","Design Works Crafts, Inc",USA,"#107,503 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #41 in Needlepoint Kits",Bunny on a Swing,3661,7.8 ounces,$13.15,$30.98,$6.00,14
9 x 2 x 12 inches,B000W7FZGK,"April 21, 2004","Plaid Enterprises, Inc.",USA,"#138,868 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #109 in Felt Applique Kits",Sugar Plum Fairy,318260,7.8 ounces,$26.60,$30.63,$32.90,14
12 x 9 x 0.38 inches,B00AQGJHBG,"September 8, 2012","Design Works Crafts, Inc.",USA,"#126,051 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #382 in Cross-Stitch Counted Kits",Multicolor,1659,0.32 ounces,$12.10,$26.70,$0.00,N/A
6.5 x 0.6 x 7.1 inches,B003LH16ZW,"May 9, 2010",Colorbok,China,"#98,326 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #34 in Needlepoint Kits",Pink,59338,0.01 ounces,$11.27,$26.93,$0.00,14
9.5 x 6.4 x 1 inches,B06XD98DD8,"September 19, 2017",Tobin,USA,"#86,767 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #347 in Embroidery Kits",None,T232176,2.56 ounces,$14.70,$26.67,$12.37,14
None,B00DD34VQK,"April 28, 2011",Tobin,USA,"#112,924 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #472 in Embroidery Kits",None,T232088,6.1 ounces,$12.09,$26.59,$0.00,14
11.34 x 8.15 x 2.05 inches,B08MBFV7CG,"April 20, 2022","Design Works Crafts, Inc",USA,"#109,171 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #292 in Cross-Stitch Counted Kits",Santa Decorating Tree,3615,8.9 ounces,$15.73,$30.43,$21.16,14
6.4 x 9.5 x 1 inches,B072Q5DJ6B,"June 2, 2017",Tobin,USA,"#109,041 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #453 in Embroidery Kits",White,T232187,2.88 ounces,$14.10,$26.67,$12.22,14
6.49 x 0.7 x 7.09 inches,B09XWTY1NV,None,IG Design Group,China,"#119,891 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #344 in Cross-Stitch Counted Kits",Multicolor,72-76315,2.82 ounces,$13.28,$25.78,$0.00,14
34 x 33 x 0.2 inches,B00114OOV0,"April 21, 2004",EKS,China,"#134,671 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #247 in Cross-Stitch Stamped Kits",Animal Babes,13083,15.1 ounces,$37.61,$32.95,$31.42,14
10 x 0.5 x 8 inches,B00266SE2W,"April 9, 2009",Janlynn,United Kingdom,"#119,694 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #342 in Cross-Stitch Counted Kits",Multicolor,280876,0.01 ounces,$13.93,$25.99,$23.57,14
9 x 12.75 x 0.72 inches,B0CQBD27Z2,"December 14, 2023",IG Design Group,China,"#141,325 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #478 in Cross-Stitch Counted Kits",14 Cnt. Ivory Aida,70-35442,4.9 ounces,$18.65,$26.47,$20.76,14
11.1 x 9.2 x 2.5 inches,B09QB9TVGD,"January 12, 2022","Design Works Crafts, Inc.",USA,"#128,942 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #228 in Cross-Stitch Stamped Kits",Abc Fun,7103,6.2 ounces,$40.48,$33.46,$0.00,14
11 x 0.75 x 8.5 inches,B00DD4IIQI,"October 5, 2011",Janlynn,USA,"#140,324 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #468 in Cross-Stitch Counted Kits","9.25""x15.25"" 14 Count",50224,4.2 ounces,$18.49,$26.93,$20.85,14
0.69 x 5.81 x 1 inches,B00114M0NY,"April 21, 2004",DiMarzio,China,"#130,151 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #408 in Cross-Stitch Counted Kits","Gold,Grey",06884,3.04 ounces,$13.65,$25.84,$18.37,14
17 x 13 x 1 inches,B00CCDMNKI,None,No,Russian Federation,"#70,191 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #127 in Cross-Stitch Counted Kits",White,R1241,4.6 ounces,$27.33,$28.92,$32.36,14
10.5 x 1.25 x 11.5 inches,B01BGMBTPK,"February 4, 2016",Spectrum Crafts,USA,"#102,570 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #255 in Cross-Stitch Counted Kits",None,021-1852,3.17 ounces,$13.36,$30.70,$20.28,14
11 x 9 x 0.5 inches,B0C7LSHPCS,"June 9, 2023","Plaid Enterprises, Inc.",China,"#104,293 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #36 in Needlepoint Kits",None,89674E,1.28 ounces,$7.99,$25.63,$0.00,14
11.8 x 9 x 3 inches,B092CFYGHN,None,"Plaid Enterprises, Inc.",USA,"#139,724 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #110 in Felt Applique Kits",Gingerbread Santa,89312E,7.8 ounces,$22.99,$39.17,$35.54,14
"30""L x 20""W",B00VU4QCX4,"April 8, 2015",Design Works Crafts,USA,"#95,552 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #389 in Embroidery Kits",White,T232142,6.7 ounces,$14.09,$26.99,$12.29,14
12.7 x 9 x 4 inches,B07TFRJJ9R,"June 20, 2019","Plaid Enterprises, Inc.",USA,"#112,725 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #77 in Felt Applique Kits",Lodge Santa,86954E,1.01 pounds,$41.10,$39.19,$45.30,14
11.8 x 9 x 2.35 inches,B08QM9CSZH,None,Bucilla,USA,"#146,961 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #119 in Felt Applique Kits",Christmas Hugs,89253E,1.6 ounces,$23.80,$32.58,$32.44,14
12.5 x 0.4 x 9 inches,B004LX42S8,"February 2, 2011",Notions - In Network,USA,"#53,112 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #77 in Cross-Stitch Counted Kits",White/Multicolor,T21727,3.2 ounces,$15.99,$26.32,$19.57,14
0.9 x 6.44 x 8.49 inches,B072YW6YJR,"April 29, 2015","CSS Industries, Inc.",China,"#114,147 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #314 in Cross-Stitch Counted Kits",None,72-74095,10.6 ounces,$16.33,$27.66,$25.77,14
12 x 1 x 9 inches,B004RR7GSG,"March 11, 2011",Notions - In Network,USA,"#124,268 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #368 in Cross-Stitch Counted Kits",Light Blue,80-0477,0.51 ounces,$23.54,$27.98,$23.44,14
8.46 x 7.87 x 0.31 inches,B002A9PFSG,"August 9, 2012",Prym Consumer,Turkey,"#100,586 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #265 in Embroidery Hoops",None,611677,1.6 ounces,$9.49,$25.64,$0.00,14
9.75 x 6.25 x 1.8 inches,B07SS5Z8W6,"January 1, 2020",JACK DEMPSEY NEEDLE ART,USA,"#140,948 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #576 in Embroidery Kits",White,580-870,4.6 ounces,$29.82,$27.78,$33.07,14
1 x 0.99 x 5.27 inches,B00OY0V20Y,"April 4, 2004",Sewline,Japan,"#123,053 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #104 in Yarn Needles",None,166475,0.32 ounces,$11.66,$25.10,$0.00,14
11.78 x 0.83 x 9 inches,B00114RNVI,None,No,USA,"#133,326 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #433 in Cross-Stitch Counted Kits",White,84293,7.7 ounces,$20.50,$29.72,$22.86,14
30 x 20 x 0.1 inches,B001BETN1Q,"April 21, 2004",Janlynn,USA,"#107,182 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #183 in Cross-Stitch Stamped Kits",Green,021-0962,7 ounces,$14.50,$26.75,$12.34,14
None,B004KYYEEU,"January 26, 2011","Handy Hands, Inc.",China,"#53,912 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #61 in Embroidery Machine Thread  #484 in Sewing Thread",Navy Blue,HH40654,0.8 ounces,$4.90,$25.91,$0.00,14
9 x 11.9 x 1.18 inches,B08C8WMMH3,None,PLAID ENTERPRISES,USA,"#128,444 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #101 in Felt Applique Kits",Vintage Halloween,89276E,5.9 ounces,$18.10,$31.94,$29.02,14
1.19 x 13.97 x 19.18 inches,B0743K9R5Y,"July 20, 2017","CSS Industries, Inc.",China,"#118,027 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #335 in Cross-Stitch Counted Kits","5""x7"" 18 Count",70-65171,1.9 ounces,$13.24,$25.92,$0.00,14
43 x 34 x 2 inches,B00AIK05TI,"October 11, 2014",Design Works Crafts,USA,"#139,040 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #256 in Cross-Stitch Stamped Kits",White,T21761,12.3 ounces,$33.23,$32.68,$8.41,14
12 x 9 x 0.5 inches,B0146E4QL4,"October 15, 2015","Design Works Crafts, Inc.",USA,"#109,174 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #293 in Cross-Stitch Counted Kits","3.5"" 14 Count Set of 6",2286,3.04 ounces,$13.99,$26.85,$18.94,14
11.8 x 9 x 2 inches,B084QK6T77,None,"Plaid Enterprises, Inc.",USA,"#152,530 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #137 in Felt Applique Kits",Christmas Minis,89222E,6.6 ounces,$24.34,$31.88,$32.36,14
9.5 x 1 x 6 inches,B004BP3OGM,"December 19, 2008",Tobin,USA,"#85,977 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #134 in Cross-Stitch Stamped Kits",Butterflies,T232046,0.01 ounces,$14.09,$26.15,$12.08,14
12 x 0.38 x 9 inches,B00TPOGIBM,"February 16, 2015","Design Works Crafts, Inc.",USA,"#125,225 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #373 in Cross-Stitch Counted Kits",Multicolor,2852,1.76 ounces,$24.37,$26.71,$23.26,14
0.5 x 0.5 x 0.5 inches,B07LG9BVG3,"December 18, 2018",Design Works Crafts,USA,"#114,304 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #317 in Cross-Stitch Counted Kits",Various (Christmas),5917,1.44 ounces,$15.70,$26.78,$24.95,14
10 x 8 x 0.1 inches,B001DEIEUK,"April 21, 2004",DiMarzio,China,"#115,998 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #141 in Punch Needle Supplies",Black,73222,4.2 ounces,$18.91,$29.77,$22.21,14
12.4 x 10.5 x 2 inches,B01LG0TFP8,"October 21, 2017",Tobin,USA,"#99,527 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #164 in Cross-Stitch Stamped Kits","34""x43""",T21775,12.8 ounces,$39.77,$34.05,$32.78,14
12 x 9 x 1.8 inches,B0CCQB2R4X,"July 24, 2023","Plaid Enterprises, Inc.",USA,"#130,647 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #102 in Felt Applique Kits",Purrfectly Spooky,89649E,3.84 ounces,$22.77,$30.70,$30.87,14
"48""L x 37""W",B07B3BF33Z,"February 26, 2018",No,USA,"#143,719 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #1,541 in Embroidery Supplies",None,737-913,1.76 ounces,$10.98,$26.39,$0.00,14
8.25 x 8.5 x 1 inches,B0BK22LXZ5,None,IG Design Group,China,"#101,623 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #125 in Punch Needle Supplies",multicolor,72-76389,6.1 ounces,$17.35,$27.75,$20.73,14
0.37 x 9 x 12.25 inches,B00OJGHQYO,"October 15, 2014",Design Works Crafts,USA,"#115,418 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #320 in Cross-Stitch Counted Kits","11""x14"" 14 Count",T21772,3.5 ounces,$20.00,$26.56,$21.33,14
5.5 x 0.67 x 4.5 inches,B00OY0YMHY,"April 4, 2004",Janlynn,USA,"#89,822 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #199 in Cross-Stitch Counted Kits",multi-colored,171535,1.44 ounces,$4.13,$25.35,$0.00,14
11.8 x 9 x 2.11 inches,B0BBS714CJ,None,"Plaid Enterprises, Inc.",USA,"#122,476 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #90 in Felt Applique Kits",Spellbound Greeting,89506E,4.4 ounces,$22.95,$29.41,$23.78,14
13 x 1.5 x 9 inches,B002MA1E6U,"August 20, 2009",Tobin,USA,"#142,272 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #483 in Cross-Stitch Counted Kits","16""x20"" 14 Count",DW2530,5.3 ounces,$23.80,$27.82,$15.08,N/A
16 x 13 x 0.5 inches,B003O9KJ28,None,No,China,"#78,740 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #23 in Needlepoint Kits",None,71-09144,0.01 ounces,$32.20,$30.79,$28.24,N/A
7.87 x 17.91 x 0.79 inches,B011YAZRUC,"January 20, 2016",Tobin,USA,"#140,705 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #114 in Felt Applique Kits",Multi,5245,3.52 ounces,$16.13,$27.38,$25.51,14
"18""L x 15""W",B07W9651M7,"August 9, 2019","Design Works Crafts, Inc.",USA,"#111,148 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #93 in Cross-Stitch Aida Cloth",None,3509,0.96 ounces,$6.00,$25.47,$0.00,14
10.5 x 10.5 x 0.5 inches,B08TVBZJDZ,"February 26, 2021",Cousin Corporation of America,China,"#142,771 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #388 in Embroidery Hoops",None,40000937,0.96 ounces,$8.27,$30.98,$0.00,14
12.75 x 0.25 x 9 inches,B003UPRCDA,"July 3, 2010",EKS,China,"#148,884 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #520 in Cross-Stitch Counted Kits",Ivory,70-73543,5.4 ounces,$18.99,$26.82,$21.02,14
None,B0012FFUBQ,"August 9, 2012",Prym Consumer,Germany,"#98,064 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #89 in Yarn Needles",Silver,125559,0.176 ounces,$2.69,$25.07,$0.00,14
9.75 x 6.25 x 0.7 inches,B083ZHGXGG,"January 16, 2020",Jack Dempsey Needle Art,USA,"#145,018 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #270 in Cross-Stitch Stamped Kits",None,300922,3.36 ounces,$10.52,$25.99,$0.00,14
7.7 x 5.1 x 0.94 inches,B094PVSXYR,"April 1, 2021","Plaid Enterprises, Inc.",China,"#138,952 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #460 in Cross-Stitch Counted Kits",Bee,49356E,5.3 ounces,$4.99,$27.31,$0.00,14
10 x 0.25 x 7 inches,B06XKRDMH6,"March 14, 2017",Design Works Crafts,USA,"#108,799 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #288 in Cross-Stitch Counted Kits",White,2988,1.06 ounces,$24.07,$25.63,$22.65,14
11.8 x 9 x 1.2 inches,B09BD8TMDN,None,"Plaid Enterprises, Inc.",USA,"#61,834 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #23 in Felt Applique Kits",Nutcracker Sweet,89256E,1.6 ounces,$24.50,$31.55,$25.32,14
"30""L x 20""W",B07WC3PQFP,None,Vista Partners Inc.,USA,"#156,463 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #133 in Cross-Stitch Aida Cloth",None,55730,2.88 ounces,$11.79,$25.71,$0.00,14
